ART,RESERVA,owner_base,UDS,ADR,QCNT,capa_conversion,factor_conversion_usado,tipologia_estimacion,unidad_resultante,posiciones_estimadas,soporte
74019,34,34,270,AZ09103,1,A,270.0,EU,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA
61012,32,32,462,AM00702,1,B,78.0,EU,posicion_rack,5.923076923076923,match_articulo; owner=prefijo_RESERVA
115107,33,33,1,BA04603,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
98638,61,61,3,AZ02300,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
167009,64,64,1,BA00103,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
98011,14 VOLUNTARIA,14,17,BA02801,17,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
32041,32,32,24,BB12504,1,C,2.0,suelo_126,posicion_suelo,12.0,dimensión <= 126 cm; owner=prefijo_RESERVA
73002,32,32,104,AI10804,104,C,12.0,balda_9h,subhueco_balda,8.666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
209014,29,29,20,TJ08101,1,C,1.0,suelo_250,posicion_suelo,20.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA
63013,77,77,90,AV13407,1,C,12.0,balda_9h,subhueco_balda,7.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AV03804,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
184223,71,71,1,BB09205,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
54090,64,64,1,BA11402,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
184192,71,71,4,BB09205,4,C,1.0,suelo_250,posicion_suelo,4.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA
888888,29,29,1,AO11705,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AV09402,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
991036,37,37,3,AL103,1,C,12.0,balda_9h,subhueco_balda,0.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
167009,64,64,1,BB02504,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
86006,7,7,218,BB12604,1,C,12.0,balda_9h,subhueco_balda,18.166666666666668,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
84103,33,33,2,AH13801,2,B,1.0,EU,posicion_rack,2.0,match_articulo; owner=prefijo_RESERVA
22098,7 BLOQUEADO SM,7,5,BB11403,1,C,2.0,suelo_126,posicion_suelo,2.5,dimensión <= 126 cm; owner=prefijo_RESERVA
102614,29,29,6,AV13702,6,C,12.0,balda_9h,subhueco_balda,0.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98496,4,4,12,AL107,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
32081,7,7,4,BB06304,1,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,BB01803,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
129122,90,90,11,AL102,11,C,12.0,balda_9h,subhueco_balda,0.9166666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
61002,61,61,36,AK01105,36,B,690.0,EU,posicion_rack,0.05217391304347826,match_articulo; owner=prefijo_RESERVA
102625,29,29,12,TJ04103,12,C,12.0,balda_9h,subhueco_balda,1.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
14014,77 CANADAS,77,195,AO03604,195,B,360.0,EU,posicion_rack,0.5416666666666666,match_articulo; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AJ09507,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
34060,32,32,1,AV10906,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AN09501,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
16024,77,77,5,AJ10203,5,B,8.0,EU,posicion_rack,0.625,match_articulo; owner=prefijo_RESERVA
98644,61,61,8,AV10306,8,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
161099,71,71,1,BA10701,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA
11014,61,61,48,AR09601,48,B,48.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA
11105,29,29,48,AV13504,1,B,72.0,EU,posicion_rack,0.6666666666666666,match_articulo; owner=prefijo_RESERVA
103035,14 VOLUNTARIA,14,22,BA02801,22,A,61.0,balda_9h,subhueco_balda,0.36065573770491804,match_articulo_propietario; owner=prefijo_RESERVA
98894,64,64,1,AZ01902,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
209026,64,64,2,AV12800,1,C,2.0,suelo_300,posicion_suelo,1.0,dimensión >= 250 cm; owner=prefijo_RESERVA
146043,3,3,24624,98,1,B,416.0,EU,posicion_rack,59.19230769230769,match_articulo; owner=prefijo_RESERVA
126039,7,7,1693,TJ11101,1,C,12.0,balda_9h,subhueco_balda,141.08333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
148015,37,37,1,AL107,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
148084,4,4,2,AL104,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
22054,32,32,3,BB14501,1,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA
192046,33,33,3779,AP08902,1,C,12.0,balda_9h,subhueco_balda,314.9166666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98885,64,64,24,AZ01902,24,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
33000,32,32,9,AU07004,1,C,2.0,suelo_126,posicion_suelo,4.5,dimensión <= 126 cm; owner=prefijo_RESERVA
109307,29,29,5,TJ04103,5,C,12.0,balda_9h,subhueco_balda,0.4166666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
186024,61,61,39,AJ02201,39,C,12.0,balda_9h,subhueco_balda,3.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
22051,7,7,2,BF09904,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
98557,61,61,29,AZ09501,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
133176,64,64,50,AZ01902,50,C,12.0,balda_9h,subhueco_balda,4.166666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
103035,14 VOLUNTARIA,14,23,BA02801,23,A,61.0,balda_9h,subhueco_balda,0.3770491803278688,match_articulo_propietario; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,BB06705,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
148009,37,37,1,AL104,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AQ06904,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
16015V,61,61,2,AZ09605,2,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
127070,29,29,1,BF07103,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98618,61,61,5,AO14002,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
32054,71,71,2,AV11702,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
98763,64,64,4,BB11404,4,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
43065,33,33,1,AJ12407,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
148016,37,37,1,AL105,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98752,64,64,6,BB01803,6,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
11024,61,61,216,AK13206,1,B,599.0,EU,posicion_rack,0.3606010016694491,match_articulo; owner=prefijo_RESERVA
991006,32,32,1,TM05203,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
98580,61,61,1,AT14704,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AO07002,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
51231,71 CAMION120,71,1,AI05701,1,C,1.0,suelo_250,posicion_suelo,1.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA
103281,32,32,1,AV10906,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AZ02300,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
84053,64,64,8,AZ11801,4,A,5.0,EU,posicion_rack,1.6,match_articulo_propietario; owner=prefijo_RESERVA
111013,33,33,66,BA04603,66,C,12.0,balda_9h,subhueco_balda,5.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
155007,32,32,3,BB07904,1,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA
181156,32,32,1,AV10906,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
172057,7,7,72,BB11103,1,B,43.0,EU,posicion_rack,1.6744186046511629,match_articulo; owner=prefijo_RESERVA
98181,61,61,18,TJ13000,18,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
OBRA20,37,37,1,AL102,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
18105,77,77,900,AX09504,1,C,2.0,suelo_126,posicion_suelo,450.0,dimensión <= 126 cm; owner=prefijo_RESERVA
102675,29,29,1,BF07103,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AZ11603,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
98767,64,64,2,BB06403,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98727,61,61,5,AZ02300,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98576,61,61,2,AR04804,2,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
102233,29,29,126,AK04006,126,C,12.0,balda_9h,subhueco_balda,10.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AR09401,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
1593V,29,29,2,AI09506,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
42069,64,64,4,AJ09507,4,C,12.0,balda_9h,subhueco_balda,0.3333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
145062,64,64,1,AT06303,1,A,1.0,AM,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA
127069,33,33,1,BB07302,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AK01105,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
123069,29,29,592,AL09605,1,A,254.0,EU,posicion_rack,2.3307086614173227,match_articulo_propietario; owner=prefijo_RESERVA
44050,5,5,2,97,1,C,16.0,AM,posicion_rack,0.125,dimensión compatible con AM; owner=prefijo_RESERVA
126118,61 CAMION123,61,20,AK01105,20,C,12.0,balda_9h,subhueco_balda,1.6666666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
14014,33,33,216,AT09406,1,B,360.0,EU,posicion_rack,0.6,match_articulo; owner=prefijo_RESERVA
174054,32,32,1,AL02404,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA
102234,29,29,1,AK04006,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
124267,29,29,116,AT06803,1,C,12.0,balda_9h,subhueco_balda,9.666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
14014,29,29,144,AV07104,1,A,276.0,EU,posicion_rack,0.5217391304347826,match_articulo_propietario; owner=prefijo_RESERVA
103176,29,29,2,AV13002,2,C,12.0,balda_9h,subhueco_balda,0.16666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
111010,32,32,800,AI10804,800,C,12.0,balda_9h,subhueco_balda,66.66666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AI04403,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
143039,33,33,33,BA04603,33,C,12.0,balda_9h,subhueco_balda,2.75,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
132017,29,29,6,TJ03200,1,C,2.0,suelo_300,posicion_suelo,3.0,dimensión >= 250 cm; owner=prefijo_RESERVA
98576,61,61,3,AZ02300,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
169027,62,62,1,AL102,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
991003,32,32,1,AV11402,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
98610,61,61,10,AO13804,10,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
91012,33,33,1,BB06904,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA
148062,37,37,3,AL103,1,C,12.0,balda_9h,subhueco_balda,0.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
102615,29,29,15,B03,15,C,12.0,balda_9h,subhueco_balda,1.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
145077,64,64,1,AT10303,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
51094,32,32,3,AM12502,1,A,1.0,suelo_126,posicion_suelo,3.0,match_articulo_propietario; owner=prefijo_RESERVA
166032,29,29,133,TJ00803,1,C,12.0,balda_9h,subhueco_balda,11.083333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
54050,32,32,1,AN09003,1,B,1.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA
184096,61,61,2,AJ02201,2,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
11014,61,61,72,AV06301,1,B,48.0,EU,posicion_rack,1.5,match_articulo; owner=prefijo_RESERVA
11124,29,29,14,TJ11603,1,C,2.0,suelo_126,posicion_suelo,7.0,dimensión <= 126 cm; owner=prefijo_RESERVA
13064,29,29,24,TJ10702,1,C,12.0,balda_9h,subhueco_balda,2.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
12018,77,77,384,AJ06304,1,B,816.0,EU,posicion_rack,0.47058823529411764,match_articulo; owner=prefijo_RESERVA
152100,64,64,1,BC08302,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
102615,29,29,4,B03,4,C,12.0,balda_9h,subhueco_balda,0.3333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
14001,77,77,7,TJ06802,1,B,192.0,EU,posicion_rack,0.036458333333333336,match_articulo; owner=prefijo_RESERVA
206050,64,64,17,AV13007,1,B,19.5,AM,posicion_rack,0.8717948717948718,match_articulo; owner=prefijo_RESERVA
98604,61,61,5,AO13604,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
11127,77 CANADAS,77,48,AO03604,2,A,120.0,balda_9h,subhueco_balda,0.4,match_articulo_propietario; owner=prefijo_RESERVA
71090,61,61,5,AV01809,5,B,228.0,EU,posicion_rack,0.021929824561403508,match_articulo; owner=prefijo_RESERVA
98572,61,61,4,AR04504,4,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
12012,29,29,48,AJ06807,1,B,72.0,EU,posicion_rack,0.6666666666666666,match_articulo; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AW09301,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
98395,29,29,2,AI14802,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
14012,77,77,48,AV13803,1,A,96.0,balda_9h,subhueco_balda,0.5,match_articulo_propietario; owner=prefijo_RESERVA
102157,14 VOLUNTARIA,14,23,BA02801,23,C,2.0,suelo_126,posicion_suelo,11.5,dimensión <= 126 cm; owner=prefijo_RESERVA
22054,32,32,3,BB13401,1,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA
32120,32,32,2,AQ08603,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
87022,64,64,3,BE01902,1,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA
122061,32,32,22,AI10804,22,B,6.0,EU,posicion_rack,3.6666666666666665,match_articulo; owner=prefijo_RESERVA
21045,29,29,1,AV04206,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
16010,61,61,1,AJ06207,1,B,12.0,EU,posicion_rack,0.08333333333333333,match_articulo; owner=prefijo_RESERVA
181157,32,32,3,AV10906,3,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA
141013,33,33,248,BA04603,248,C,12.0,balda_9h,subhueco_balda,20.666666666666668,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AV01108,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
133193,29,29,323,AV13702,323,C,12.0,balda_9h,subhueco_balda,26.916666666666668,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
148035,4,4,1,AL102,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
186024,61,61,304,AJ02201,304,C,12.0,balda_9h,subhueco_balda,25.333333333333332,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
133034,32,32,110,AK01803,110,C,12.0,balda_9h,subhueco_balda,9.166666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
33000,32,32,16,BB06703,1,C,2.0,suelo_126,posicion_suelo,8.0,dimensión <= 126 cm; owner=prefijo_RESERVA
98643,61,61,8,AV10306,8,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
23076,23,23,2,B03,1,C,1.0,suelo_250,posicion_suelo,2.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA
23008,32,32,2,AQ06202,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
11115,29,29,120,BB00804,120,B,48.0,EU,posicion_rack,2.5,match_articulo; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AW02004,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
*MULTI*,,sin_asignacion_segura,1,BD09602,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
98637,61,61,8,AV10306,8,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
109201,29,29,13,BF07103,13,C,16.0,AM,posicion_rack,0.8125,dimensión compatible con AM; owner=prefijo_RESERVA
34033,64,64,11,AJ08602,1,C,2.0,suelo_126,posicion_suelo,5.5,dimensión <= 126 cm; owner=prefijo_RESERVA
124137,29,29,78,BA06800,1,C,12.0,balda_9h,subhueco_balda,6.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
72051,71,71,3200,AU05002,1,C,12.0,balda_9h,subhueco_balda,266.6666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
107007,33,33,1,BB13701,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA
143082,71,71,4,BB09205,4,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA
34074,29,29,1,AT09004,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA
12064,77,77,672,AV06506,1,C,12.0,balda_9h,subhueco_balda,56.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
109309,29,29,7,BF07103,7,C,16.0,AM,posicion_rack,0.4375,dimensión compatible con AM; owner=prefijo_RESERVA
84055,71,71,18,AN13903,18,C,12.0,balda_9h,subhueco_balda,1.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
42063,64,64,2,BA08705,1,A,1.0,EU,posicion_rack,2.0,match_articulo_propietario; owner=prefijo_RESERVA
49013,64,64,1,AO03002,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA
98726,61,61,2,AZ02300,2,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
206050,64,64,2,AV08508,1,B,19.5,AM,posicion_rack,0.10256410256410256,match_articulo; owner=prefijo_RESERVA
43065,33,33,6,AM13703,1,C,2.0,suelo_126,posicion_suelo,3.0,dimensión <= 126 cm; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AR04504,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
98606,61,61,5,AO13604,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
181223,29,29,8,TJ00400,1,A,20.0,EU,posicion_rack,0.4,match_articulo_propietario; owner=prefijo_RESERVA
146098,71 CAMION122,71,4,AZ03101,1,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA
98767,64,64,2,AW11702,2,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
49015,29,29,12,AK14206,12,B,92.0,EU,posicion_rack,0.13043478260869565,match_articulo; owner=prefijo_RESERVA
133176,64,64,931,BC08302,931,C,12.0,balda_9h,subhueco_balda,77.58333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
105059,29,29,40,AV13002,40,C,12.0,balda_9h,subhueco_balda,3.3333333333333335,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
179023,33,33,1,AV06509,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
202072,77,77,10,AQ03403,10,C,2.0,suelo_300,posicion_suelo,5.0,dimensión >= 250 cm; owner=prefijo_RESERVA
98345,61,61,6,AV01809,6,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AJ07407,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
124137,29,29,90,BD14502,1,C,12.0,balda_9h,subhueco_balda,7.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
12012,29,29,528,AQ08302,1,B,72.0,EU,posicion_rack,7.333333333333333,match_articulo; owner=prefijo_RESERVA
98274,4   JUNTO98257,4,1,90,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
991006,32,32,1,AV11402,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
991061,33,33,5640,AW11706,1,C,12.0,balda_9h,subhueco_balda,470.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
